FILMID,COMPANYID
324196,96665
361732,61136
305459,1478
381099,8402
364522,6197
307677,3324
265152,9246
365227,37787
365435,1251
428344,12950
448639,14599
429541,37440
387547,74234
295182,28138
314126,1018
352413,3902
352678,25
297109,13983
41524,134798
393889,75842
555786,9
528790,98062
460164,79189
589919,192
589919,11328
509132,17914
625399,96618
750062,17718
750102,12242
488364,602
750120,60184
705964,46
488389,10473
567735,4606
576443,22257
608963,55081
646309,33
614275,120552
615318,35435
482523,94547
482523,70515
288799,12782
288167,162
58506,80113
259933,602
487418,16557
487419,632
705302,76
85305,13101
74242,1679
742474,13260
742474,13832
527026,104700
615319,95519
526717,127604
614277,7486
649712,1342
482530,17511
482556,60408
482074,31110
582292,39706
613889,42
581219,10202
525583,26958
525583,46
687234,17831
699589,3232
551159,6
579826,114343
579826,114344
646311,33
646314,33
477432,305
477432,305
610942,124487
611476,56540
645767,128929
686355,5822
647526,23561
476230,8913
476233,95052
612641,120247
576445,38916
549666,12838
549666,81883
548251,4
520392,49122
552713,13644
683994,110959
476230,8913
640684,12113
546632,70360
546640,12372
522640,9335
547536,8728
547536,90133
63961,422
607139,60536
6794,2128
578011,135022
574855,113451
681192,8699
609633,111251
476575,95127
476578,62380
675436,4395
476575,95127
472074,38187
571863,18369
603515,88999
603517,3245
673671,33
473086,53364
57307,104
473086,53364
519461,41934
545885,120967
515276,26883
515277,42498
671442,49273
671171,16101
604093,2999
600602,5
470004,93372
516471,111049
630433,5123
539966,37078
539999,10823
466072,92155
466072,92155
466074,92155
631587,107405
513884,47136
513884,1183
668848,17786
514443,29796
470296,93525
468040,1221
564997,20938
567442,5822
46447,191
512628,487
514654,3324
464712,74278
470296,93525
467811,955
463309,92245
665845,37903
463309,92245
664305,210
465486,92495
510583,17373
628029,13644
465486,92495
464712,74278
536540,21978
534442,4
533685,111517
623923,3324
508250,33826
532386,973
532388,21978
461169,11244
461170,1583
622282,121789
461169,11244
461170,1583
462241,91459
623524,11186
587915,174
560522,7448
592737,141532
53525,18789
654729,16642
561941,694
557841,31052
529196,125843
459021,15730
558240,110788
558240,52321
458657,90669
560103,111034
619904,73831
556754,3094
458455,11302
504124,72068
65608,1527
65608,35746
460165,13561
460165,91018
530621,101052
530621,1131
457011,62741
457011,90190
460722,70449
462241,91459
563847,4
460722,70449
657524,126788
356986,23020
619299,20938
29863,104261
354905,1432
357459,11331
435136,12420
414877,5822
393591,60961
456216,2011
456217,7448
415883,48266
393913,75858
615668,16101
615673,19384
583986,25599
298082,129927
298082,26093
352681,28766
296730,1387
297110,4606
434164,5822
391106,36986
297361,12372
352896,1728
432440,80748
388517,103555
388517,16710
372616,69962
451045,2359
268602,1377
65654,113439
656560,86287
430867,84588
409424,1342
313550,1251
430536,19219
312795,13340
392361,75371
429561,1465
294560,12372
387573,31904
451845,9032
407768,64510
294114,4606
268271,9248
268275,187
266601,113049
293410,7201
431882,622
266743,1704
385692,5822
428345,12950
428346,12950
293727,3391
293727,4606
346818,16130
366366,192
406297,48266
365950,2552
426399,602
329706,1583
293994,29792
408238,3012
309326,13930
293350,28112
445580,78318
308090,18766
427031,47
366515,73532
425577,2552
364535,61003
444983,47350
425286,83217
265301,18908
329509,48100
265017,124
291707,32664
365094,4
365094,73481
326680,192
328751,48466
328751,91641
327893,85111
426048,83380
382842,47880
305468,5488
425861,30322
381100,8402
42385,3509
263364,18908
327467,8955
380176,852
306336,16468
306531,39598
424532,29566
403126,882
441225,602
379325,8970
328238,43416
324198,9369
324198,48028
42154,27201
441293,602
441302,602
360520,882
360521,882
421351,8568
364912,4606
264067,29707
260729,87417
260731,21088
359468,63106
303932,2120
322768,44089
262908,92881
260296,8955
276607,25111
397040,44400
397040,317
396503,71645
444466,238
444466,87219
418669,8222
259426,66115
259427,602
325458,538
325503,46592
398995,5488
416562,17914
398643,23020
439248,602
238260,5
439611,602
439612,602
318671,8520
374584,3166
299119,4606
300555,7024
346760,5109
346762,56805
397681,882
290341,31841
290522,7201
238117,17962
238117,344
288429,29438
288432,29438
288963,4606
288964,2048
343407,18908
289077,36372
289372,23372
341988,54267
341989,60961
289157,25530
344704,49301
345035,33
342647,162
288667,2011
288670,28245
288869,1251
287440,30322
287442,29527
211445,23451
290755,29530
290757,12372
342895,129790
286854,7448
286866,30044
287680,128269
287081,30134
287215,4606
287312,587
338349,6
187846,235
288800,8949
341685,4350
341685,30888
28985,3676
236378,14563
236378,100069
285563,1775
337332,52034
285441,29188
187328,62056
285739,29059
286428,334
286429,29745
285894,12372
210818,3676
338155,52464
338155,30173
338155,52463
286048,29530
188567,20256
188567,20257
289900,9291
286642,1251
286649,1251
338822,18758
285358,4606
285360,4606
338316,52529
286203,7201
286504,29791
286809,30019
286903,18908
287082,7201
287220,2328
287313,24234
287445,641
287445,84139
287683,2094
236546,8302
288073,29818
288262,4606
288673,15720
342900,162
343408,4606
289300,602
289574,37776
290523,162
346186,317
398664,5822
322815,4395
323115,44488
277527,1478
441686,82574
423852,602
266750,100769
348106,97195
294116,7201
429571,84265
267873,2011
294681,13983
369397,18010
351469,18908
432445,83859
414488,48266
298638,12372
356995,62118
586054,344
586434,118773
510619,47071
662688,16717
535252,344
535913,16101
51296,1263
633782,123359
470017,93378
470017,22123
601402,79063
67731,142
473087,23249
6057,2015
577363,440
476236,5301
686418,23153
4785,1669
648740,6762
690972,86197
481005,96104
481581,36191
482075,4606
703296,7404
364122,97685
4252,1570
4252,1571
38621,8116
38621,915
29395,6282
29395,4947
464850,111842
593713,44320
593713,44319
538964,34703
514759,86466
514759,102924
4785,1669
470017,93378
470017,22123
589920,880
58147,5891
706069,134107
703301,20116
703301,11687
703303,7404
703303,19677
744803,3166
84670,21
486332,97159
613894,40454
526747,5822
690015,5822
612250,95726
742539,140026
65048,641
6148,46
614823,11200
477456,74064
553081,1251
480490,96022
480669,305
577365,61963
690976,131860
52200,6
553602,84391
478732,2035
576990,5488
475521,17179
475521,17179
478732,2035
476255,67688
476256,12395
475896,94961
475896,94962
475896,31383
548761,108945
47309,13580
677320,134659
472792,139865
546264,3161
546266,18973
637618,105852
47355,10102
545909,74605
639107,39076
571993,9115
542958,83059
574355,37776
640192,955
470302,1221
47309,13580
570983,9195
518282,8100
601017,5
601022,5
541251,31052
675451,29794
469817,76011
469821,3094
469817,76011
469821,3094
60036,58747
540873,107462
569961,1251
515299,5104
604098,76044
604100,2303
540252,344
514994,102717
514677,9334
632527,882
632539,882
669487,6937
470302,1221
470304,3245
629730,85833
471276,93788
595718,33
513909,102529
597973,117635
629346,11186
468046,5998
539228,14026
468046,5998
598907,880
674604,24307
471276,93788
5936,2005
464719,4606
566455,10823
535918,33333
565003,4
565006,1432
464719,4606
513418,162
627202,1251
466494,10807
626912,122463
465033,12420
466128,5980
466128,5980
664368,87417
62496,5891
464511,13958
626329,122370
623767,33
535694,95276
535694,71436
563868,5822
589921,3094
623537,29739
532397,10845
623232,46
592444,116608
561959,111815
561959,140666
561367,1081
465275,92284
512961,10622
53640,18789
465275,92284
6581,2109
530096,2
656574,1775
557845,31052
654732,82175
558260,110792
558260,39056
55827,114207
621169,72750
459424,981
459445,192
460189,91022
460189,91022
658407,126529
459967,62673
460737,91125
460737,91125
504542,29438
617981,121178
589303,1931
556403,75622
458039,76418
560997,91053
564633,42771
617712,77827
565569,55321
565569,112923
357468,62332
357475,62338
654192,126228
58611,5051
529247,32312
356578,18828
357012,2379
652991,21507
458308,7549
458308,13260
750685,5497
750693,80377
488880,22123
706968,882
706975,882
706988,131915
621182,57054
560998,7812
508546,116726
50920,2159
56337,141232
563558,4898
511678,86022
464732,137329
465574,7281
628434,84238
628434,92570
597153,201
538857,107128
670463,3400
469508,12243
469508,220
470314,2999
639110,39076
521578,29739
643209,13131
610993,119988
524185,210
481588,25599
482085,12372
485057,96913
486342,5
748787,25828
748787,608
705417,487
609672,33
600649,88999
470314,2999
63765,11788
86300,115274
747687,94785
747687,105868
747688,45724
698765,1251
484416,90299
484416,12862
484447,29384
484447,23369
85056,4753
748799,103064
704520,98492
751094,4148
751094,555
481160,96147
481160,96148
481163,96149
583359,98789
613901,36191
613905,120481
691002,5973
691002,20662
691011,20985
691011,201
697560,192
483093,89221
287604,9059
236199,8302
2362,21
341165,38780
341165,11424
287657,18290
236206,134798
236214,134798
236215,8302
236217,8302
469554,305
287608,44089
23622,4242
287611,83
287611,2951
341184,56381
341184,3324
570691,23586
28762,90143
236227,21
236227,89238
236251,21
471348,3094
287620,15390
341190,235
236252,174
341192,47597
3412,6082
518383,138133
23626,19342
23626,5367
23626,185
236264,8302
28763,13718
28763,17484
341200,53909
287635,8238
341201,8791
341201,28567
341201,54762
287636,18440
287636,52351
287636,42203
236265,174
23627,4
341219,80207
341219,1241
236279,8298
236279,174
236287,5
236287,121016
287637,14819
287637,7435
287637,22486
341225,5798
341225,72859
607570,90291
28764,882
2363,1099
577707,137033
287647,21415
287647,71853
287647,119446
341226,53915
287649,7036
341228,37793
341228,53918
341228,53777
341228,53916
236306,8565
287661,3391
341244,2535
236307,78256
236307,78257
236307,13930
236307,132954
613930,58386
341248,16505
341249,115492
690622,131812
341251,140976
287663,108270
341255,54764
341256,66071
341256,66072
341256,66073
236324,20486
236324,1311
236324,20485
287668,3391
341257,17043
236325,10102
236325,18973
691013,20116
481168,9240
341259,7184
341259,266
341259,310
287673,588
287673,3391
483194,60961
341261,7168
341261,93666
341261,11530
341262,53923
341262,7412
236375,90182
236436,174
28768,6022
28768,4049
28768,4880
341266,11186
341269,122209
341269,11192
341269,70518
341269,11189
236386,19852
34127,28205
287685,29546
70119,11359
341271,11818
486426,1701
287689,7429
287689,126897
236397,75015
704527,1789
341277,602
341277,10728
751124,141511
28770,1314
236395,6
34128,7372
236457,8302
236458,8302
28771,4865
341281,52487
287711,96202
341287,25231
341287,2605
341287,7584
3413,1387
236430,8298
287717,118277
287717,16265
287717,46
34130,4
287719,18387
236446,134798
341308,92498
341308,36252
236452,174
28772,28013
28772,5686
28772,97563
287720,18428
287720,36273
287723,4
236435,8302
287726,1765
236445,8302
34132,43849
341323,91693
341323,13121
236447,5
287730,7254
287730,126895
287730,21968
287730,126896
287734,9329
287738,86240
287739,12226
28774,57986
28774,5570
28774,57987
287740,28016
287742,9329
236461,134798
236466,174
236468,174
341332,12150
341332,23399
341332,5822
287747,12442
28775,4866
236480,8302
341340,95833
341340,79495
236489,62427
236489,89238
236489,89237
287751,12442
341356,4606
341356,12994
236504,8298
236511,134798
236520,8302
287752,54644
287752,30152
236516,174
236582,54504
236582,174
287824,1819
287754,101079
287754,3166
287756,102344
341365,31547
341374,3602
287757,1957
287757,1353
287759,12442
34139,5423
341391,19812
287760,12442
236538,8298
236538,174
236540,89238
236540,72560
236540,89237
236544,8302
287765,16142
236543,8302
236547,33
236547,8520
287767,1569
28778,1314
341392,23123
341392,3921
341392,83
341392,765
287775,1766
287775,19363
341397,13412
341397,3032
341397,1780
341397,1778
236583,21
341418,25162
341418,52800
341418,6187
341426,4857
341426,10197
287785,10260
341428,4606
341428,23020
236629,3324
236632,174
236635,174
341439,6849
341439,11244
341439,22449
341439,16070
341439,2399
287790,4933
236638,8298
236638,174
236655,8298
287791,50596
34144,14041
34144,44223
34144,174
34145,5424
34145,1772
34145,1664
34145,534
287801,2953
287801,6805
287806,26727
287807,67920
341457,4871
341457,4799
341457,9224
341457,50052
287813,38298
287813,9291
236658,8298
236658,174
236663,8298
34146,5426
287817,1795
34147,5427
287818,73432
34148,10330
236673,8298
23668,734
23668,4245
287821,81025
236682,44183
236682,10571
236682,4292
287838,46
287838,42145
287825,681
341490,9372
341490,94783
341490,2396
341490,235
341490,2302
236687,13930
236687,8436
287827,4606
341491,166
341491,83275
287828,4606
236694,8298
236706,8298
236706,174
236707,100655
236707,1460
236707,89238
236707,89237
341498,9223
287834,30564
23671,73080
23671,33
287837,2328
236713,79
236713,57962
34151,915
236737,4601
236737,13287
236737,1182
341513,20370
341513,1759
28784,1314
287840,42145
236742,95015
34152,4319
34152,33
341528,97061
341528,97062
341530,71481
341546,1931
287849,24234
236758,16456
34155,2468
23676,4246
23676,2026
23676,182
341553,20915
341553,16785
236765,18210
23677,2963
341568,15567
236762,1701
341579,54761
341579,54765
287881,6429
28789,33
287893,88098
287893,124
236786,18908
236786,20587
236786,9237
341593,29627
341593,81750
341594,10823
341594,80639
341594,981
287898,6
236795,174
3416,1389
236796,174
236796,9329
341602,18199
236802,21
236804,174
236804,9329
287904,90270
287904,975
287904,10057
287904,13949
341609,34647
341644,35389
236807,21
287907,8008
23681,111220
23681,10538
34163,3268
34163,72674
287912,25
287915,30617
287915,30618
287915,30619
287915,21602
287915,30620
287915,30621
236820,10473
28792,80912
236827,84633
236827,84635
236827,84636
236827,310
236827,15433
23683,6175
341646,4395
341655,20938
341656,235
287922,20162
287922,102759
236833,3475
287924,3391
287924,30630
236836,174
236836,9329
236836,9359
287931,14677
287928,587
287928,124
287928,162
341657,3052
236852,6308
236852,25
341663,10522
28793,5361
236855,21
236861,78979
236861,102616
341659,3324
287932,15979
287932,114058
341660,73037
236865,21
287933,30633
287934,25443
236872,4
287935,51188
287935,13816
287935,6736
287935,8976
341669,83861
287939,20730
287939,6187
287940,30638
287940,30637
236873,11620
236873,5125
236873,58576
236875,174
23691,2230
23691,5948
341671,54074
341671,54075
341671,54077
236911,1460
236911,21
341678,19490
287943,16264
287943,4606
341689,7217
341689,2395
341689,82010
341689,1615
236919,89238
236919,89237
341693,18718
287946,33
23692,41564
23692,19683
236995,18846
236933,9329
236933,174
236933,8298
287948,6896
236953,174
34170,60
34170,2231
34170,2630
236938,174
287950,7787
287950,28360
341707,49384
287951,4681
287952,25
236952,174
236952,8298
34173,16027
341742,2490
287966,1580
287966,10460
287966,16913
341736,83474
341736,106490
236954,174
236954,8298
28797,12944
28797,9266
236971,174
237,11561
236972,174
236972,8298
341879,13699
341879,12866
287982,131573
287982,131574
341744,9962
341744,14033
341744,21914
341744,8046
341744,9335
341744,981
28799,4830
341747,32686
341748,10357
341748,9962
341748,6584
2370,33
2370,10715
341749,50076
341749,54095
341752,20662
341752,54096
341752,7131
287999,18692
287999,162
237005,3166
237014,9245
237014,12730
237015,2499
237015,8316
237015,1370
341756,54100
341756,54101
341756,54102
287998,30659
287998,123356
287998,1627
287998,619
287998,133223
341761,11359
23702,3839
28800,1212
28800,1950
23703,65494
23703,889
23703,11486
288001,7024
23704,4259
237042,4178
288003,24234
341785,11977
288016,587
288016,162
28802,42156
28802,4799
237047,174
23705,16791
23705,506
341787,27191
237053,174
34179,3407
237067,33
288007,587
288007,124
341790,11977
237083,174
28801,364
28801,1314
288011,7201
237086,174
237101,4178
237101,4
3418,9246
3418,7961
3418,16772
3418,876
3418,6849
3418,25762
3418,1117
2371,10459
2371,344
288013,425
288017,7201
237135,174
237148,5846
23715,3725
341804,54138
341804,22251
341806,104
23719,455
